mgh_2,mgh_3,mgh_4,product_type,Product Style,,,
Mountaineering,APPAREL,Jacket,Softshell Jacket,Non Hooded,,,
Mountaineering,APPAREL,Jacket,Waterproof Jacket,Hooded,,,
Mountaineering,APPAREL,Jacket,Waterproof Jacket,Non Hooded,,,
Mountaineering,APPAREL,Jacket,Windproof Jacket,Hooded,,,
Mountaineering,APPAREL,Jacket,Windproof Jacket,Non Hooded,,,
Mountaineering,APPAREL,Jacket,Windproof Jacket,Parka,,,
Mountaineering,APPAREL,Jacket,Windproof Jacket,Bomber,,,
Mountaineering,APPAREL,Jacket,Windproof Jacket,Anorak,,,
Mountaineering,APPAREL,Jacket,Windproof Jacket,Coach,,,
Mountaineering,APPAREL,Jacket,Windproof Jacket,Harrington,,,
Mountaineering,APPAREL,Jacket,Windproof Jacket,Not assigned,,,
Mountaineering,APPAREL,Jacket,Not Assigned,Not assigned,,,
Mountaineering,APPAREL,Sweater,Hoodie,Not assigned,,,
Mountaineering,APPAREL,Sweater,Hoodie (non-zip),Hooded,,,
Mountaineering,APPAREL,Sweater,Hoodie (non-zip),Crew Neck Jumper,,,
Mountaineering,APPAREL,Sweater,Hoodie (non-zip),Sweatshirt,,,
Mountaineering,APPAREL,Sweater,Hoodie (zip),Sweatshirt,,,
Mountaineering,APPAREL,Sweater,Non-hoodie (non-zip),Non Hooded,,,
Mountaineering,APPAREL,Sweater,Non-hoodie (zip),Sweatshirt,,,
Mountaineering,APPAREL,Rainwear,Poncho,Hooded,,,
Mountaineering,APPAREL,Rainwear,Poncho,Not assigned,,,
Mountaineering,APPAREL,Rainwear,Rainsuit,Hooded,,,
Mountaineering,APPAREL,Rainwear,Rainsuit,Not assigned,,,
Mountaineering,APPAREL,Vest,Fleece Vest,Non Hooded,,,
Mountaineering,APPAREL,Vest,Insulated Vest,Hooded,,,
Mountaineering,APPAREL,Vest,Insulated Vest,Non Hooded,,,
Mountaineering,APPAREL,Vest,Insulated Vest,Not assigned,,,
Mountaineering,APPAREL,Vest,Windproof Vest,Hooded,,,
Mountaineering,APPAREL,Vest,Windproof Vest,Non Hooded,,,
Mountaineering,APPAREL,Vest,Windproof Vest,Not assigned,,,
Mountaineering,APPAREL,Baselayer,Bottom,Full length bottom,,,
Mountaineering,APPAREL,Baselayer,Top,Long sleeve top,,,
Mountaineering,APPAREL,Baselayer,Top,Half zip top,,,
Mountaineering,APPAREL,Underwear,Boxer Briefs,Boy Short,,,
Mountaineering,APPAREL,Underwear,Panties,Boy Short,,,
Mountaineering,APPAREL,Underwear,Sport Bra,Boy Short,,,
Mountaineering,APPAREL,Safety Coverall,Medical Coverall,Not assigned,,,
Mountaineering,APPAREL,Safety Coverall,Lifestyle Coverall,Not assigned,,,
Mountaineering,APPAREL,Safety Coverall,Not Assigned,Not assigned,,,
Mountaineering,BAGS,Backpack,Camera,Daypack,,,
Mountaineering,BAGS,Backpack,Daypack,Three Ways Carry,,,
Mountaineering,BAGS,Backpack,Daypack,Packable,,,
Mountaineering,BAGS,Backpack,Daypack,Daypack,,,
Mountaineering,BAGS,Backpack,Daypack,N/A,,,
Mountaineering,BAGS,Backpack,Daypack,Not assigned,,,
Mountaineering,BAGS,Backpack,First Aid Pack,Two ways carry,,,
Mountaineering,BAGS,Backpack,First Aid Pack,Not assigned,,,
Mountaineering,BAGS,Backpack,Hydropack,Fixed Harness,,,
Mountaineering,BAGS,Backpack,Hydropack,Daypack,,,
Mountaineering,BAGS,Backpack,Hydropack,Not assigned,,,
Mountaineering,BAGS,Backpack,Laptop,Two ways carry,,,
Mountaineering,BAGS,Backpack,Laptop,Three Ways Carry,,,
Mountaineering,BAGS,Backpack,Laptop,Daypack,,,
Mountaineering,BAGS,Backpack,Laptop,Not assigned,,,
Mountaineering,BAGS,Backpack,Rucksack,Adjustable Harness,,,
Mountaineering,BAGS,Backpack,Rucksack,Fixed Harness,,,
Mountaineering,BAGS,Backpack,Rucksack,Daypack,,,
Mountaineering,BAGS,Backpack,Rucksack,Not assigned,,,
Mountaineering,BAGS,Backpack,Shoes Bag,Two ways carry,,,
Mountaineering,BAGS,Backpack,Shoes Bag,Daypack,,,
Mountaineering,BAGS,Backpack,Technical,Fixed Harness,,,
Mountaineering,BAGS,Backpack,Technical,Daypack,,,
Mountaineering,BAGS,Backpack,Technical,Not assigned,,,
Mountaineering,BAGS,Backpack,Wheeled Backpack,Daypack,,,
Mountaineering,BAGS,Backpack,Travel Backpack,Not assigned,,,
Mountaineering,BAGS,Backpack,SHOPPING BAG,SHOPPING BAG,,,
Mountaineering,BAGS,Backpack,RANGE BAG BACKPACK,Not assigned,,,
Mountaineering,BAGS,Shoulder Bag,Camera,Not assigned,,,
Mountaineering,BAGS,Shoulder Bag,Chest Pack,Not assigned,,,
Mountaineering,BAGS,Shoulder Bag,Cross Sling Bag,N/A,,,
Mountaineering,BAGS,Shoulder Bag,Cross Sling Bag,Not assigned,,,
Mountaineering,BAGS,Shoulder Bag,Daypack,Packable,,,
Mountaineering,BAGS,Shoulder Bag,Laptop Shoulder Bag,Not assigned,,,
Mountaineering,BAGS,Shoulder Bag,Regular Shoulder Bag,Packable,,,
Mountaineering,BAGS,Shoulder Bag,Regular Shoulder Bag,Basic Shoulder Bag,,,
Mountaineering,BAGS,Shoulder Bag,Regular Shoulder Bag,Not assigned,,,
Mountaineering,BAGS,Shoulder Bag,Tablet Shoulder Bag,Basic Shoulder Bag,,,
Mountaineering,BAGS,Shoulder Bag,Tablet Shoulder Bag,Not assigned,,,
Mountaineering,BAGS,Shoulder Bag,Tote Bag,Packable,,,
Mountaineering,BAGS,Shoulder Bag,Tote Bag,Two Ways carry tote bag,,,
Mountaineering,BAGS,Shoulder Bag,Travel Pouch,Not assigned,,,
Mountaineering,BAGS,Shoulder Bag,SHOPPING BAG,Packable,,,
Mountaineering,BAGS,Duffle,Regular Duffle,Two ways carry,,,
Mountaineering,BAGS,Duffle,Regular Duffle,Three Ways Carry,,,
Mountaineering,BAGS,Duffle,Regular Duffle,Packable,,,
Mountaineering,BAGS,Duffle,Regular Duffle,Not assigned,,,
Mountaineering,BAGS,Duffle,RANGE BAG DUFFLE,Not assigned,,,
Mountaineering,BAGS,Duffle,Hauler Bags,Not assigned,,,
Mountaineering,BAGS,Luggage,Wheeled Duffle,Two ways carry,,,
Mountaineering,BAGS,Luggage,Wheeled Duffle,Two Wheeled,,,
Mountaineering,BAGS,Waist Bag,Lumbar Bag,Two ways carry,,,
Mountaineering,BAGS,Waist Bag,Lumbar Bag,Packable,,,
Mountaineering,BAGS,Waist Bag,Lumbar Bag,Not assigned,,,
Mountaineering,BAGS,Waist Bag,Regular Waist Bag,Packable,,,
Mountaineering,BAGS,Waist Bag,Regular Waist Bag,N/A,,,
Mountaineering,BAGS,Waist Bag,Regular Waist Bag,Not assigned,,,
Mountaineering,BAGS,Waist Bag,Technical Waist Bag,Not assigned,,,
Mountaineering,BAGS,Pouch,Digital Pouch,Not assigned,,,
Mountaineering,BAGS,Pouch,Legpack,Polyester,,,
Mountaineering,BAGS,Pouch,Legpack,Not assigned,,,
Mountaineering,BAGS,Pouch,Passport Pouch,Not assigned,,,
Mountaineering,BAGS,Pouch,Regular Shoulder Bag,Not assigned,,,
Mountaineering,BAGS,Pouch,Regular Waist Bag,Not assigned,,,
Mountaineering,BAGS,Pouch,Tablet Shoulder Bag,Not assigned,,,
Mountaineering,BAGS,Pouch,Travel Pouch,Polyester,,,
Mountaineering,BAGS,Pouch,Travel Pouch,Nylon,,,
Mountaineering,BAGS,Pouch,Travel Pouch,Not assigned,,,
Mountaineering,BAGS,Pouch,Protect Kit / Pouch,Polyester,,,
Mountaineering,BAGS,Pouch,Protect Kit / Pouch,Nylon,,,
Mountaineering,BAGS,Pouch,Protect Kit / Pouch,Not assigned,,,
Mountaineering,BAGS,Pouch,Bottle Pouch,Not assigned,,,
Mountaineering,BAGS,Pouch,GUN MAGAZINE,Not assigned,,,
Mountaineering,BAGS,Cases,Cable Case,Not assigned,,,
Mountaineering,BAGS,Cases,Daypack,Not assigned,,,
Mountaineering,BAGS,Cases,Digital Pouch,N/A,,,
Mountaineering,BAGS,Cases,Digital Pouch,Not assigned,,,
Mountaineering,BAGS,Cases,Dopp Kit,Not assigned,,,
Mountaineering,BAGS,Cases,First Aid Case,Not assigned,,,
Mountaineering,BAGS,Cases,Laptop Sleeve Case,Not assigned,,,
Mountaineering,BAGS,Cases,Money Belt,Not assigned,,,
Mountaineering,BAGS,Cases,Shoes Bag,Not assigned,,,
Mountaineering,BAGS,Cases,Stuff Sack,Not assigned,,,
Mountaineering,BAGS,Cases,Toiletry,Not assigned,,,
Mountaineering,BAGS,Cases,Trashbag,Packable,,,
Mountaineering,BAGS,Cases,Trashbag,Not assigned,,,
Mountaineering,BAGS,Cases,Chalk Bag,Not assigned,,,
Mountaineering,BAGS,Cases,ORGANIZER,Not assigned,,,
Mountaineering,BAGS,Cases,GUN ORGANIZER,Not assigned,,,
Mountaineering,BAGS,Cases,GUN SOFT CASE,Not assigned,,,
Mountaineering,BAGS,Cases,Not Assigned,Not assigned,,,
Mountaineering,BAGS,Hand Bag,SHOPPING BAG,Not assigned,,,
Mountaineering,BAGS,Cycling Bag,Handlebar Bag,GRAVEL BIKE,,,
Mountaineering,BAGS,Cycling Bag,Handlebar Bag,Not assigned,,,
Mountaineering,BAGS,Cycling Bag,Panniers,Not assigned,,,
Mountaineering,BAGS,Cycling Bag,Saddle Bag,Not assigned,,,
Mountaineering,BAGS,Cycling Bag,Top Tube Bag,Not assigned,,,
Mountaineering,BAGS,Cycling Bag,Triangle Bag,Not assigned,,,
Mountaineering,BAGS,Cycling Bag,TRUNK BAG,Not assigned,,,
Mountaineering,BAGS,Special Purpose Bag,Hydropack,Trail Running,,,
Mountaineering,BAGS,Pistol Cover,PISTOL DUST COVER,Not assigned,,,
Mountaineering,BAGS,Trolley Bag,RANGE TROLLEY,Not assigned,,,
Mountaineering,BAGS,Backpack Trolley,RANGE BACKPACK TROLL,Not assigned,,,
Mountaineering,ACCESSORIES,Wallet,Long,Bifold,,,
Mountaineering,ACCESSORIES,Wallet,Long,Long Wallet,,,
Mountaineering,ACCESSORIES,Wallet,Long,Not assigned,,,
Mountaineering,ACCESSORIES,Wallet,Short,Bifold,,,
Mountaineering,ACCESSORIES,Wallet,Short,Threefold,,,
Mountaineering,ACCESSORIES,Wallet,Short,Neck Wallet,,,
Mountaineering,ACCESSORIES,Wallet,Short,Zipper Wallet,,,
Mountaineering,ACCESSORIES,Wallet,Short,Passport Wallet,,,
Mountaineering,ACCESSORIES,Wallet,Short,Not assigned,,,
Mountaineering,ACCESSORIES,Wallet,Card Holder Wallet,Card Wallet,,,
Mountaineering,ACCESSORIES,Travel Accessories,Strap,Not assigned,,,
Mountaineering,ACCESSORIES,Chain Accessories,Keychain,Not assigned,,,
Mountaineering,ACCESSORIES,Chain Accessories,Wallet chain,Not assigned,,,
Mountaineering,ACCESSORIES,Gadget Accessories,Hp Case,Not assigned,,,
Mountaineering,ACCESSORIES,Graphic Accessories,Pin,Not assigned,,,
Mountaineering,ACCESSORIES,Graphic Accessories,Sticker,Not assigned,,,
Mountaineering,ACCESSORIES,Graphic Accessories,Velcro Patch,Not assigned,,,
Mountaineering,ACCESSORIES,Jewelry,Bracelet,Not assigned,,,
Mountaineering,ACCESSORIES,Belts,Clip Belt,Not assigned,,,
Mountaineering,ACCESSORIES,Belts,Flip Belt,Not assigned,,,
Mountaineering,ACCESSORIES,Belts,Pin Belt,Not assigned,,,
Mountaineering,ACCESSORIES,Belts,Ring Belt,Not assigned,,,
Mountaineering,ACCESSORIES,Belts,HOLDER BELT,Not assigned,,,
Mountaineering,ACCESSORIES,Watches,Analog,Not assigned,,,
Mountaineering,ACCESSORIES,Watches,Analog Chrono,Not assigned,,,
Mountaineering,ACCESSORIES,Watches,Analog-Digital,Not assigned,,,
Mountaineering,ACCESSORIES,Watches,Digital,Not assigned,,,
Mountaineering,ACCESSORIES,Sunglasses,Sport Glasses,Sport,,,
Mountaineering,ACCESSORIES,Sunglasses,Safety Glasses,Not assigned,,,
Mountaineering,ACCESSORIES,Bands,Head Bands,Not assigned,,,
Mountaineering,ACCESSORIES,Bands,Wrist Bands,Not assigned,,,
Mountaineering,ACCESSORIES,Masker Strap,Basic,String,,,
Mountaineering,ACCESSORIES,Manset,Without  Thumb Hole,Not assigned,,,
Mountaineering,ACCESSORIES,C16,Magazine Pouch,Not assigned,,,
Mountaineering,ACCESSORIES,C16,Pistol Plate,Not assigned,,,
Mountaineering,ACCESSORIES,C16,Holster Plate,Not assigned,,,
Mountaineering,ACCESSORIES,C16,Belt Retainer,Not assigned,,,
Mountaineering,EQUIPMENT,Gloves,Fold-Over Gloves,Knitted,,,
Mountaineering,EQUIPMENT,Gloves,Full Gloves,Knitted,,,
Mountaineering,EQUIPMENT,Gloves,Full Gloves,Fleece,,,
Mountaineering,EQUIPMENT,Gloves,Full Gloves,Mix,,,
Mountaineering,EQUIPMENT,Gloves,Full Gloves,Not assigned,,,
Mountaineering,EQUIPMENT,Gloves,Half-Gloves,Mix,,,
Mountaineering,EQUIPMENT,Gloves,Half-Gloves,Not assigned,,,
Mountaineering,EQUIPMENT,Gloves,MITTEN GLOVES,Knitted,,,
Mountaineering,EQUIPMENT,Gloves,MITTEN GLOVES,Mix,,,
Mountaineering,EQUIPMENT,Bag Cover,> 45L,Polyester,,,
Mountaineering,EQUIPMENT,Bag Cover,> 45L,Nylon,,,
Mountaineering,EQUIPMENT,Bag Cover,> 45L,PVC,,,
Mountaineering,EQUIPMENT,Bag Cover,> 45L,Not assigned,,,
Mountaineering,EQUIPMENT,Bag Cover,20 - 25L,Polyester,,,
Mountaineering,EQUIPMENT,Bag Cover,20 - 25L,Nylon,,,
Mountaineering,EQUIPMENT,Bag Cover,20 - 25L,PVC,,,
Mountaineering,EQUIPMENT,Bag Cover,20 - 25L,Not assigned,,,
Mountaineering,EQUIPMENT,Bag Cover,25 - 30L,Nylon,,,
Mountaineering,EQUIPMENT,Bag Cover,30 - 35L,Polyester,,,
Mountaineering,EQUIPMENT,Bag Cover,30 - 35L,Nylon,,,
Mountaineering,EQUIPMENT,Bag Cover,30 - 35L,PVC,,,
Mountaineering,EQUIPMENT,Bag Cover,30 - 35L,Not assigned,,,
Mountaineering,EQUIPMENT,Bag Cover,35 - 45L,Nylon,,,
Mountaineering,EQUIPMENT,Bag Cover,35 - 45L,Not assigned,,,
Mountaineering,EQUIPMENT,Bag Cover,45 - 55L,Nylon,,,
Mountaineering,EQUIPMENT,Bag Cover,65 - 75L,Nylon,,,
Mountaineering,EQUIPMENT,Tents,Backpacking Tent,Tunnel,,,
Mountaineering,EQUIPMENT,Tents,Bivy Sacks,Rectangular,,,
Mountaineering,EQUIPMENT,Tents,Camping Tent,Mix,,,
Mountaineering,EQUIPMENT,Tents,Camping Tent,Vis a Vis,,,
Mountaineering,EQUIPMENT,Tents,Camping Tent,Dome,,,
Mountaineering,EQUIPMENT,Tents,Camping Tent,Tunnel,,,
Mountaineering,EQUIPMENT,Tents,Camping Tent,Not assigned,,,
Mountaineering,EQUIPMENT,Tents,Fly Sheet,Mix,,,
Mountaineering,EQUIPMENT,Tents,Fly Sheet,Rectangular,,,
Mountaineering,EQUIPMENT,Tents,Fly Sheet,Polygonal,,,
Mountaineering,EQUIPMENT,Tents,Motor Tent,Vis a Vis,,,
Mountaineering,EQUIPMENT,Tents,Rooftop Tent,Pop Up / Quick Build,,,
Mountaineering,EQUIPMENT,Tents,Shower Tent,Vis a Vis,,,
Mountaineering,EQUIPMENT,Tents,Shower Tent,Not assigned,,,
Mountaineering,EQUIPMENT,Tents,SHELTER,Pop Up / Quick Build,,,
Mountaineering,EQUIPMENT,Hammock,Double Hammock,Regular,,,
Mountaineering,EQUIPMENT,Hammock,Single Hammock,Regular,,,
Mountaineering,EQUIPMENT,Sleeping Bag,Regular,Regular,,,
Mountaineering,EQUIPMENT,Sleeping Bag,Regular,Rectangular Sleeping Bag,,,
Mountaineering,EQUIPMENT,Sleeping Bag,Regular,Mummy Sleeping Bag,,,
Mountaineering,EQUIPMENT,Sleeping Accs,Blanket,Emergency Blanket,,,
Mountaineering,EQUIPMENT,Mat & Cot,Camp Cot,Regular,,,
Mountaineering,EQUIPMENT,Mat & Cot,Camp Cot,Not assigned,,,
Mountaineering,EQUIPMENT,Mat & Cot,Folded Pad,Not assigned,,,
Mountaineering,EQUIPMENT,Mat & Cot,Regular Pad,Not assigned,,,
Mountaineering,EQUIPMENT,Mat & Cot,Sajadah,Polyester,,,
Mountaineering,EQUIPMENT,Mat & Cot,Sajadah,Regular,,,
Mountaineering,EQUIPMENT,Mat & Cot,Sajadah,Not assigned,,,
Mountaineering,EQUIPMENT,Pole,Trekking Pole,Adjustable,,,
Mountaineering,EQUIPMENT,Pole,Trekking Pole,Foldable,,,
Mountaineering,EQUIPMENT,Water Storage,Bladder,Silicone,,,
Mountaineering,EQUIPMENT,Water Storage,Bladder,Thermoplastic PolyUrethane (TP,,,
Mountaineering,EQUIPMENT,Water Storage,Bottle,Plastic,,,
Mountaineering,EQUIPMENT,Water Storage,Bottle,Stainless Steel,,,
Mountaineering,EQUIPMENT,Water Storage,Bottle,Silicone,,,
Mountaineering,EQUIPMENT,Water Storage,Bottle,Stainless,,,
Mountaineering,EQUIPMENT,Water Storage,Bottle,Not assigned,,,
Mountaineering,EQUIPMENT,Water Storage,Bucket,Plastic,,,
Mountaineering,EQUIPMENT,Water Storage,Bucket,Silicone,,,
Mountaineering,EQUIPMENT,Water Storage,Flask,Stainless Steel,,,
Mountaineering,EQUIPMENT,Water Storage,Flask,Thermoplastic PolyUrethane (TP,,,
Mountaineering,EQUIPMENT,Water Storage,Solar Shower,Silicone,,,
Mountaineering,EQUIPMENT,Water Storage,Water Cube,Plastic,,,
Mountaineering,EQUIPMENT,Kitchenware,Cooking Set,Plastic,,,
Mountaineering,EQUIPMENT,Kitchenware,Cooking Set,Aluminium,,,
Mountaineering,EQUIPMENT,Kitchenware,Cooking Set,Stainless Steel,,,
Mountaineering,EQUIPMENT,Kitchenware,Cooking Set,Enamel,,,
Mountaineering,EQUIPMENT,Kitchenware,Cup,Plastic,,,
Mountaineering,EQUIPMENT,Kitchenware,Cup,Enamel,,,
Mountaineering,EQUIPMENT,Kitchenware,Cup,Silicon,,,
Mountaineering,EQUIPMENT,Kitchenware,Cup,Stainless,,,
Mountaineering,EQUIPMENT,Kitchenware,Cup,Titanium,,,
Mountaineering,EQUIPMENT,Kitchenware,Cup,Not assigned,,,
Mountaineering,EQUIPMENT,Kitchenware,Cutlery,Stainless Steel,,,
Mountaineering,EQUIPMENT,Kitchenware,Cutlery,Enamel,,,
Mountaineering,EQUIPMENT,Kitchenware,Cutlery,Stainless,,,
Mountaineering,EQUIPMENT,Kitchenware,Egg Holder,Plastic,,,
Mountaineering,EQUIPMENT,Kitchenware,Egg Holder,Not assigned,,,
Mountaineering,EQUIPMENT,Kitchenware,Pot/Pan,Stainless Steel,,,
Mountaineering,EQUIPMENT,Kitchenware,Grill,Stainless,,,
Mountaineering,EQUIPMENT,Kitchenware,MUG & PLATE SET,Polypropylene,,,
Mountaineering,EQUIPMENT,Compass,Orienteering,N/A,,,
Mountaineering,EQUIPMENT,Compass,Orienteering,Not assigned,,,
Mountaineering,EQUIPMENT,Lighting Equipment,Head Lamp,Battery,,,
Mountaineering,EQUIPMENT,Lighting Equipment,Head Lamp,Rechargeable,,,
Mountaineering,EQUIPMENT,Lighting Equipment,Lantern,Battery,,,
Mountaineering,EQUIPMENT,Lighting Equipment,Lantern,Rechargeable,,,
Mountaineering,EQUIPMENT,Lighting Equipment,Torch,Battery,,,
Mountaineering,EQUIPMENT,Lighting Equipment,Torch,Rechargeable,,,
Mountaineering,EQUIPMENT,Lighting Equipment,Torch,Not assigned,,,
Mountaineering,EQUIPMENT,Lighting Equipment,Battery,RECHARGABLE,,,
Mountaineering,EQUIPMENT,Knives,Fix,Knife,,,
Mountaineering,EQUIPMENT,Knives,Fix,Machette,,,
Mountaineering,EQUIPMENT,Knives,Fix,Axe,,,
Mountaineering,EQUIPMENT,Knives,Folded,Knife,,,
Mountaineering,EQUIPMENT,Tools,Multi Tool,Knife,,,
Mountaineering,EQUIPMENT,Tools,Multi Tool,Not assigned,,,
Mountaineering,EQUIPMENT,Tools,Set Tool,Not assigned,,,
Mountaineering,EQUIPMENT,Tools,Single Tool,Stainless Steel,,,
Mountaineering,EQUIPMENT,Tools,Single Tool,Not assigned,,,
Mountaineering,EQUIPMENT,Tools,Pen,Glassbreaker Pen,,,
Mountaineering,EQUIPMENT,Fire Equipment,Stove,Gas Stove,,,
Mountaineering,EQUIPMENT,Fire Equipment,Stove,Not assigned,,,
Mountaineering,EQUIPMENT,Fire Equipment,Wind Shield,Not assigned,,,
Mountaineering,EQUIPMENT,Storage,Dry Bag,Flat,,,
Mountaineering,EQUIPMENT,Storage,Dry Bag,Oval,,,
Mountaineering,EQUIPMENT,Storage,Dry Bag,Round,,,
Mountaineering,EQUIPMENT,Storage,Trash Bin,Round,,,
Mountaineering,EQUIPMENT,Climbing Equipment,Carabiner,Neutral,,,
Mountaineering,EQUIPMENT,Climbing Equipment,Carabiner,Snap,,,
Mountaineering,EQUIPMENT,Climbing Equipment,Carabiner,Screw,,,
Mountaineering,EQUIPMENT,Climbing Equipment,Carabiner,Not assigned,,,
Mountaineering,EQUIPMENT,Climbing Equipment,Others,Neutral,,,
Mountaineering,EQUIPMENT,Climbing Equipment,Ropes,Neutral,,,
Mountaineering,EQUIPMENT,Climbing Equipment,Ropes,Not assigned,,,
Mountaineering,EQUIPMENT,Insect Protection,Net,Not assigned,,,
Mountaineering,EQUIPMENT,Pillow,Inflatable,Air,,,
Mountaineering,EQUIPMENT,Pillow,Inflatable,Not assigned,,,
Mountaineering,EQUIPMENT,Towel,Packable / Compact,Not assigned,,,
Mountaineering,EQUIPMENT,Towel,Regular,Not assigned,,,
Mountaineering,EQUIPMENT,Chair,Single,Foldable,,,
Mountaineering,EQUIPMENT,Chair,Single,Not assigned,,,
Mountaineering,EQUIPMENT,Chair,Stool,Foldable,,,
Mountaineering,EQUIPMENT,Tent Accessories,Organizer,Not assigned,,,
Mountaineering,EQUIPMENT,Tent Accessories,Pegs,Not assigned,,,
Mountaineering,EQUIPMENT,Tent Accessories,Pole,Not assigned,,,
Mountaineering,EQUIPMENT,Tent Accessories,Repair Kit,Not assigned,,,
Mountaineering,EQUIPMENT,Tent Accessories,Footprint,Dome,,,
Mountaineering,EQUIPMENT,Tent Accessories,Footprint,Tunnel,,,
Mountaineering,EQUIPMENT,Tent Accessories,Footprint,Not assigned,,,
Mountaineering,EQUIPMENT,Water Equipment,Boat,Not assigned,,,
Mountaineering,EQUIPMENT,Umbrella,Automatic,Not assigned,,,
Mountaineering,EQUIPMENT,Electronic Equipment,Sterilizer Box,Not assigned,,,
Mountaineering,EQUIPMENT,Emergency Equipment,Survival,Not assigned,,,
Mountaineering,EQUIPMENT,Emergency Equipment,Whistle,Not assigned,,,
Mountaineering,EQUIPMENT,Table,Foldable,Aluminium,,,
Mountaineering,EQUIPMENT,Table,Foldable,Not assigned,,,
Mountaineering,EQUIPMENT,Sanitary Equipment,BIDET,ELECTRIC,,,
Mountaineering,EQUIPMENT,Sanitary Equipment,BIDET,MANUAL,,,
Mountaineering,EQUIPMENT,Bags Equipment,SHOULDER PAD,Not assigned,,,
Mountaineering,EQUIPMENT,Trolley,FOLDABLE TROLLEY,Packable,,,
Mountaineering,FOOTWEAR,Shoes,High-cut shoes,Not assigned,,,
Mountaineering,FOOTWEAR,Shoes,Low-cut shoes,Sneakers,,,
Mountaineering,FOOTWEAR,Shoes,Low-cut shoes,Hiking,,,
Mountaineering,FOOTWEAR,Shoes,Low-cut shoes,Mix,,,
Mountaineering,FOOTWEAR,Shoes,Low-cut shoes,N/A,,,
Mountaineering,FOOTWEAR,Shoes,Low-cut shoes,Not assigned,,,
Mountaineering,FOOTWEAR,Shoes,Mid-cut shoes,Hiking,,,
Mountaineering,FOOTWEAR,Shoes,Mid-cut shoes,Mix,,,
Mountaineering,FOOTWEAR,Shoes,Mid-cut shoes,N/A,,,
Mountaineering,FOOTWEAR,Shoes,Mid-cut shoes,Not assigned,,,
Mountaineering,FOOTWEAR,Boots,High Cut Boots,Rubber,,,
Mountaineering,FOOTWEAR,Boots,High Cut Boots,Not assigned,,,
Mountaineering,FOOTWEAR,Boots,Mid Cut Boots,Hiking,,,
Mountaineering,FOOTWEAR,Boots,Mid-cut shoes,Hiking,,,
Mountaineering,FOOTWEAR,Sandal,Pinch Roll Strap,Not assigned,,,
Mountaineering,FOOTWEAR,Sandal,Pinch Strap,N/A,,,
Mountaineering,FOOTWEAR,Sandal,Pinch Strap,Not assigned,,,
Mountaineering,FOOTWEAR,Sandal,Roll Strap,Mix,,,
Mountaineering,FOOTWEAR,Sandal,Roll Strap,N/A,,,
Mountaineering,FOOTWEAR,Sandal,Roll Strap,Not assigned,,,
Mountaineering,FOOTWEAR,Sandal,Slip On,N/A,,,
Mountaineering,FOOTWEAR,Sandal,Slip On,Not assigned,,,
Mountaineering,FOOTWEAR,Sandal,Toe Sandal,Mix,,,
Mountaineering,FOOTWEAR,Sandal,Toe Sandal,Not assigned,,,
Mountaineering,FOOTWEAR,Sock,High Cut Sock,Not assigned,,,
Mountaineering,FOOTWEAR,Sock,Invisible Sock,Not assigned,,,
Mountaineering,FOOTWEAR,Sock,Low Cut Sock,Not assigned,,,
Mountaineering,FOOTWEAR,Sock,Mid Cut Sock,Not assigned,,,
Mountaineering,FOOTWEAR,Sock,NO SHOW,Not assigned,,,
Mountaineering,FOOTWEAR,Sock,SHORT CUT SOCKS,Not assigned,,,
Mountaineering,FOOTWEAR,Gaiter,High Cut Gaiter,Not assigned,,,
Mountaineering,FOOTWEAR,Shoelace,ROUND,N/A,,,
Mountaineering,FOOTWEAR,Shoelace,ROUND,Not assigned,,,
Mountaineering,FOOTWEAR,Insole,NORMAL,Not assigned,,,
Mountaineering,HEADWEAR,Caps,Active Caps,Trucker Caps,,,
Mountaineering,HEADWEAR,Caps,Active Caps,Baseball Caps,,,
Mountaineering,HEADWEAR,Caps,Active Caps,Commando Caps,,,
Mountaineering,HEADWEAR,Caps,Active Caps,Pannel Caps,,,
Mountaineering,HEADWEAR,Caps,Active Caps,Sun Hats,,,
Mountaineering,HEADWEAR,Caps,Active Caps,Panel Cap,,,
Mountaineering,HEADWEAR,Caps,Active Caps,Not assigned,,,
Mountaineering,HEADWEAR,Caps,Active Hats,Not assigned,,,
Mountaineering,HEADWEAR,Caps,Fashion Caps,Trucker Caps,,,
Mountaineering,HEADWEAR,Caps,Fashion Caps,Camper Caps,,,
Mountaineering,HEADWEAR,Caps,Fashion Caps,Baseball Caps,,,
Mountaineering,HEADWEAR,Caps,Fashion Caps,Commando Caps,,,
Mountaineering,HEADWEAR,Caps,Fashion Caps,Not assigned,,,
Mountaineering,HEADWEAR,Hats,Active Caps,Not assigned,,,
Mountaineering,HEADWEAR,Hats,Active Hats,Sun Hats,,,
Mountaineering,HEADWEAR,Hats,Active Hats,Bucket Hats,,,
Mountaineering,HEADWEAR,Hats,Active Hats,Rain Hats,,,
Mountaineering,HEADWEAR,Hats,Active Hats,Jungle Hat,,,
Mountaineering,HEADWEAR,Hats,Active Hats,Not assigned,,,
Mountaineering,HEADWEAR,Hats,Fashion Caps,Jungle Hat,,,
Mountaineering,HEADWEAR,Hats,Fashion Hats,Sun Hats,,,
Mountaineering,HEADWEAR,Hats,Fashion Hats,Jungle Hat,,,
Mountaineering,HEADWEAR,Beanies,Balaclava,Not assigned,,,
